nom,latitude,longitude,code_postal,codes_postaux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,latitude_centre,longitude_centre
Miribel,45.844,4.941,1700,"01700, 01706, 01701, 01702, 01705",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.844,4.941
Misérieux,45.976,4.81,1600,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.976,4.81
Mogneneins,46.145,4.82,1140,1140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.145,4.82
Montagnat,46.169,5.28,1250,"01003, 01250",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.169,5.28
Montagnieu,45.799,5.464,1470,1470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.799,5.464
Montanges,46.173,5.79,1200,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.173,5.79
Montceaux,46.096,4.804,1090,1090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.096,4.804
Montcet,46.219,5.112,1310,1310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.219,5.112
Le Montellier,45.929,5.071,1800,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.929,5.071
Monthieux,45.962,4.946,1390,1390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.962,4.946
Montluel,45.891,5.02,1120,"01124, 01120, 01122, 01123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.891,5.02
Montmerle-sur-Saône,46.085,4.761,1090,1090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.085,4.761
Montracol,46.187,5.117,1310,1310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.187,5.117
Montréal-la-Cluse,46.18,5.595,1460,1460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.18,5.595
Montrevel-en-Bresse,46.325,5.113,1340,1340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.325,5.113
Nurieux-Volognat,46.183,5.514,1460,1460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.183,5.514
Murs-et-Gélignieux,45.642,5.66,1300,1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.642,5.66
Nantua,46.154,5.614,1130,"01130, 01460",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.154,5.614
Neuville-les-Dames,46.157,5.009,1400,1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.157,5.009
Neuville-sur-Ain,46.091,5.374,1160,1160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.091,5.374
Les Neyrolles,46.134,5.637,1130,1130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.134,5.637
Neyron,45.818,4.931,1700,"01707, 01700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.818,4.931
Niévroz,45.822,5.06,1120,1120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.822,5.06
Nivollet-Montgriffon,46.0,5.458,1230,1230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,5.458
Oncieu,45.965,5.472,1230,1230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.965,5.472
Ordonnaz,45.834,5.54,1510,1510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.834,5.54
Ornex,46.278,6.094,1210,1210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.278,6.094
Outriaz,46.068,5.557,1430,1430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.068,5.557
Oyonnax,46.26,5.653,1100,"01102, 01100, 01103, 01104, 01112, 01106, 01111, 01117, 01105, 01101, 01108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.26,5.653
Ozan,46.387,4.918,1190,1190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.387,4.918
Parcieux,45.918,4.828,1600,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.918,4.828
Parves et Nattages,45.744,5.738,1300,1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.744,5.738
Péron,46.191,5.92,1630,1630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.191,5.92
Péronnas,46.171,5.218,1960,"01960, 01005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.171,5.218
Pérouges,45.88,5.18,1800,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.88,5.18
Perrex,46.246,4.975,1540,1540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.246,4.975
Peyriat,46.15,5.506,1430,1430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.15,5.506
Peyrieu,45.676,5.679,1300,1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.676,5.679
Peyzieux-sur-Saône,46.123,4.822,1140,1140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.123,4.822
Pirajoux,46.386,5.274,1270,1270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.386,5.274
Pizay,45.893,5.089,1120,1120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.893,5.089
Plagne,46.188,5.718,1130,1130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.188,5.718
Le Plantay,46.023,5.089,1330,1330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.023,5.089
Polliat,46.246,5.138,1310,"01310, 01443",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.246,5.138
Pollieu,45.796,5.748,1350,1350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.796,5.748
Poncin,46.09,5.417,1450,1450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.09,5.417
Pont-d'Ain,46.054,5.347,1160,1160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.054,5.347
Pont-de-Vaux,46.442,4.929,1190,1190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.442,4.929
Pont-de-Veyle,46.264,4.882,1290,1290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.264,4.882
Port,46.156,5.576,1460,1460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.156,5.576
Pougny,46.145,5.951,1550,1550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.145,5.951
Pouillat,46.322,5.423,1250,1250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.322,5.423
Prémeyzel,45.681,5.644,1300,1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.681,5.644
Prémillieu,45.876,5.565,1110,1110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.876,5.565
Prévessin-Moëns,46.258,6.072,1280,"01213, 01280",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.258,6.072
Priay,46.02,5.285,1160,1160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.02,5.285
Ramasse,46.191,5.356,1250,1250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.191,5.356
Rancé,45.967,4.863,1390,1390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.967,4.863
Relevant,46.084,4.942,1990,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.084,4.942
Replonges,46.308,4.875,1750,1750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.308,4.875
Revonnas,46.162,5.335,1250,1250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.162,5.335
Reyrieux,45.937,4.828,1600,"01600, 01602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.937,4.828
Reyssouze,46.429,4.913,1190,1190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.429,4.913
Rignieux-le-Franc,45.952,5.169,1800,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.952,5.169
Romans,46.124,5.022,1400,1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.124,5.022
Rossillon,45.836,5.599,1510,1510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.836,5.599
Ruffieu,46.004,5.653,1260,1260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.004,5.653
Saint-Alban,46.098,5.456,1450,1450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.098,5.456
Saint-André-de-Bâgé,46.298,4.914,1380,1380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.298,4.914
Saint-André-de-Corcy,45.927,4.954,1390,1390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.927,4.954
Saint-André-d'Huiriat,46.214,4.913,1290,1290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.214,4.913
Saint-André-le-Bouchoux,46.113,5.08,1240,1240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.113,5.08
Saint-André-sur-Vieux-Jonc,46.149,5.142,1960,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.149,5.142
Saint-Bénigne,46.452,4.953,1190,1190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.452,4.953
Groslée-Saint-Benoit,45.689,5.584,1300,"01300, 01680",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.689,5.584
Saint-Bernard,45.949,4.743,1600,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.949,4.743
Sainte-Croix,45.896,5.049,1120,1120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.896,5.049
Saint-Cyr-sur-Menthon,46.275,4.968,1380,1380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.275,4.968
Saint-Denis-lès-Bourg,46.211,5.185,1000,"01012, 01006, 01000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.211,5.185
Saint-Denis-en-Bugey,45.949,5.324,1500,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.949,5.324
Saint-Didier-d'Aussiat,46.307,5.058,1340,1340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.307,5.058
Saint-Didier-de-Formans,45.956,4.778,1600,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.956,4.778
Saint-Didier-sur-Chalaronne,46.184,4.816,1140,1140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.184,4.816
Saint-Éloi,45.932,5.152,1800,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.932,5.152
Saint-Étienne-du-Bois,46.275,5.284,1370,1370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.275,5.284
Saint-Étienne-sur-Chalaronne,46.147,4.867,1140,1140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.147,4.867
Saint-Étienne-sur-Reyssouze,46.403,5.006,1190,1190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.403,5.006
Sainte-Euphémie,45.967,4.795,1600,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.967,4.795
Saint-Genis-Pouilly,46.254,6.036,1630,"01631, 01630, 01633, 01632",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.254,6.036
Saint-Genis-sur-Menthon,46.282,5.013,1380,1380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.282,5.013
Saint-Georges-sur-Renon,46.104,5.03,1400,1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.104,5.03
Saint-Germain-de-Joux,46.182,5.747,1130,1130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.182,5.747
Saint-Germain-les-Paroisses,45.771,5.618,1300,1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.771,5.618
Saint-Germain-sur-Renon,46.08,5.061,1240,1240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.08,5.061
Saint-Jean-de-Gonville,46.218,5.942,1630,1630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.218,5.942
Saint-Jean-de-Niost,45.84,5.212,1800,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.84,5.212
Saint-Jean-de-Thurigneux,45.96,4.899,1390,1390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.96,4.899
Saint-Jean-le-Vieux,46.029,5.382,1640,1640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.029,5.382
Saint-Jean-sur-Reyssouze,46.397,5.063,1560,1560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.397,5.063
Saint-Jean-sur-Veyle,46.268,4.922,1290,1290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.268,4.922
Sainte-Julie,45.882,5.284,1150,1150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.882,5.284
Saint-Julien-sur-Reyssouze,46.4,5.104,1560,1560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.4,5.104
Saint-Julien-sur-Veyle,46.202,4.959,1540,1540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.202,4.959
Saint-Just,46.193,5.285,1250,1250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.193,5.285
Saint-Laurent-sur-Saône,46.305,4.84,1750,1750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.305,4.84
Saint-Marcel,45.949,4.99,1390,1390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.949,4.99
Saint-Martin-de-Bavel,45.848,5.679,1510,1510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.848,5.679
Saint-Martin-du-Frêne,46.136,5.571,1430,1430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.136,5.571
Saint-Martin-du-Mont,46.106,5.326,1160,1160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.106,5.326
Saint-Martin-le-Châtel,46.291,5.123,1310,1310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.291,5.123
Saint-Maurice-de-Beynost,45.834,4.977,1700,"01708, 01700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.834,4.977
Saint-Maurice-de-Gourdans,45.82,5.17,1800,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.82,5.17
Saint-Maurice-de-Rémens,45.953,5.271,1500,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.953,5.271
Saint-Nizier-le-Bouchoux,46.453,5.176,1560,1560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.453,5.176
Saint-Nizier-le-Désert,46.053,5.142,1320,1320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.053,5.142
Sainte-Olive,46.014,4.936,1330,1330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.014,4.936
Saint-Paul-de-Varax,46.096,5.128,1240,1240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.096,5.128
Saint-Rambert-en-Bugey,45.95,5.44,1230,1230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.95,5.44
Saint-Rémy,46.185,5.168,1310,1310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.185,5.168
Saint-Sorlin-en-Bugey,45.886,5.376,1150,"01152, 01150",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.886,5.376
Saint-Sulpice,46.321,5.042,1340,1340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.321,5.042
Saint-Trivier-de-Courtes,46.461,5.067,1560,1560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.461,5.067
Saint-Trivier-sur-Moignans,46.062,4.902,1990,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.062,4.902
Saint-Vulbas,45.822,5.27,1150,"01152, 01154, 01150, 01153, 01155, 69399",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.822,5.27
Salavre,46.364,5.347,1270,1270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.364,5.347
Samognat,46.265,5.586,1580,1580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.265,5.586
Sandrans,46.066,4.983,1400,1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.066,4.983
Sault-Brénaz,45.865,5.404,1150,"01153, 01155, 01150",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.865,5.404
Sauverny,46.313,6.11,1220,1220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.313,6.11
Savigneux,45.997,4.858,1480,1480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.997,4.858
Ségny,46.294,6.073,1170,1170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.294,6.073
Seillonnaz,45.798,5.498,1470,1470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.798,5.498
Sergy,46.263,5.989,1630,1630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.263,5.989
Sermoyer,46.498,4.979,1190,1190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.498,4.979
Serrières-de-Briord,45.813,5.441,1470,1470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.813,5.441
Serrières-sur-Ain,46.147,5.45,1450,1450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.147,5.45
Servas,46.139,5.179,1960,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.139,5.179
Servignat,46.435,5.056,1560,1560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.435,5.056
Seyssel,45.948,5.826,1420,1420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.948,5.826
Simandre-sur-Suran,46.234,5.422,1250,1250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.234,5.422
Sonthonnax-la-Montagne,46.223,5.506,1580,1580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.223,5.506
Souclin,45.878,5.431,1150,1150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.878,5.431
Sulignat,46.174,4.958,1400,1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.174,4.958
Talissieu,45.864,5.721,1510,1510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.864,5.721
Tenay,45.923,5.514,1230,1230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.923,5.514
Thil,45.817,5.018,1120,"01120, 01128",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.817,5.018
Thoiry,46.244,5.965,1710,"01633, 01710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.244,5.965
Thoissey,46.17,4.794,1140,1140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.17,4.794
Torcieu,45.921,5.404,1230,1230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.921,5.404
Tossiat,46.138,5.304,1250,1250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.138,5.304
Toussieux,45.96,4.829,1600,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.96,4.829
Tramoyes,45.875,4.964,1390,1390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.875,4.964
La Tranclière,46.097,5.261,1160,1160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.097,5.261
Val-Revermont,46.28,5.361,1370,1370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.28,5.361
Trévoux,45.941,4.771,1600,"01603, 01604, 01606, 01602, 01600, 01601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.941,4.771
Valeins,46.115,4.866,1140,1140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.115,4.866
Vandeins,46.218,5.082,1660,1660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.218,5.082
Varambon,46.043,5.295,1160,1160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.043,5.295
Vaux-en-Bugey,45.92,5.364,1150,1150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.92,5.364
Verjon,46.346,5.348,1270,1270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.346,5.348
Vernoux,46.485,5.106,1560,1560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.485,5.106
Versailleux,45.985,5.112,1330,1330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.985,5.112
Versonnex,46.3,6.101,1210,1210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.3,6.101
Vesancy,46.361,6.085,1170,1170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.361,6.085
Vescours,46.474,5.026,1560,1560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.474,5.026
Vésines,46.359,4.863,1570,1570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.359,4.863
Vieu-d'Izenave,46.085,5.549,1430,1430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.085,5.549
Villars-les-Dombes,45.993,5.045,1330,1330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.993,5.045
Villebois,45.849,5.447,1150,1150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.849,5.447
Villemotier,46.346,5.31,1270,1270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.346,5.31
Villeneuve,46.032,4.852,1480,1480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.032,4.852
Villereversure,46.193,5.395,1250,1250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.193,5.395
Villes,46.095,5.757,1200,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.095,5.757
Villette-sur-Ain,46.01,5.252,1320,1320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.01,5.252
Villieu-Loyes-Mollon,45.932,5.23,1800,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.932,5.23
Viriat,46.251,5.223,1440,"01441, 01442, 01004, 01008, 01440, 01012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.251,5.223
Virieu-le-Grand,45.846,5.64,1510,1510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.846,5.64
Arvière-en-Valromey,45.906,5.737,1260,1260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.906,5.737
Virignin,45.727,5.713,1300,1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.727,5.713
Vongnes,45.813,5.725,1350,1350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.813,5.725
Vonnas,46.217,4.997,1540,1540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.217,4.997
Abbécourt,49.599,3.177,2300,2300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.599,3.177
Achery,49.694,3.397,2800,2800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.694,3.397
Acy,49.347,3.418,2200,"02207, 02200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.347,3.418
Agnicourt-et-Séchelles,49.717,3.96,2340,2340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.717,3.96
Aguilcourt,49.394,3.968,2190,2190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.394,3.968
Aisonville-et-Bernoville,49.93,3.511,2110,2110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.93,3.511
Aizelles,49.485,3.819,2820,2820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.485,3.819
Aizy-Jouy,49.438,3.512,2370,2370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.438,3.512
Alaincourt,49.767,3.366,2240,2240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.767,3.366
Allemant,49.462,3.454,2320,2320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.462,3.454
Ambleny,49.376,3.183,2290,2290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.376,3.183
Ambrief,49.322,3.404,2200,2200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.322,3.404
Amifontaine,49.499,3.923,2190,2190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.499,3.923
Amigny-Rouy,49.611,3.303,2700,2700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.611,3.303
Ancienville,49.219,3.208,2600,2600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.219,3.208
Andelain,49.641,3.37,2800,2800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.641,3.37
Anguilcourt-le-Sart,49.694,3.428,2800,2800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.694,3.428
Anizy-le-Grand,49.504,3.431,2320,2320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.504,3.431
Annois,49.721,3.176,2480,2480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.721,3.176
Any-Martin-Rieux,49.882,4.224,2500,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.882,4.224
Archon,49.744,4.119,2360,2360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.744,4.119
Arcy-Sainte-Restitue,49.255,3.478,2130,2130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.255,3.478
Armentières-sur-Ourcq,49.173,3.388,2210,2210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.173,3.388
Arrancy,49.499,3.765,2860,2860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.499,3.765
Artemps,49.762,3.197,2480,2480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.762,3.197
Assis-sur-Serre,49.68,3.555,2270,2270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.68,3.555
Athies-sous-Laon,49.576,3.69,2840,2840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.576,3.69
Attilly,49.855,3.154,2490,2490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.855,3.154
Aubencheul-aux-Bois,50.024,3.261,2420,2420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.024,3.261
Aubenton,49.825,4.191,2500,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.825,4.191
Aubigny-aux-Kaisnes,49.772,3.119,2590,2590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.772,3.119
Aubigny-en-Laonnois,49.497,3.793,2820,2820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.497,3.793
